"SDOH Category","Resource","Resource Element","Code System","Code","Description","Grouping","Definition","Is Panel Code","Is Multiselect"
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-50","Referral to Medicaid Transportation Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-50","Referral to medical legal partnership","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-33","Referral to medical legal partnership","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-73","Referral to medical respite for homeless","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-68","Referral to Micro-Transit Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-100","Referral to Microenterprise development/support","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-88","Referral to Mobility Manager","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-98","Referral to mortgage assistance","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-46","Referral to Para-transit Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-101","Referral to Prescription Assistance Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Material Hardship","Procedure","Procedure.code","Gravity","IS-31","Referral to prescription assistance program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-55","Referral to Public Transportation Voucher Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-78","Referral to rental assistance","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-116","Referral to Representative Payee Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Transportation Insecurity","Procedure","Procedure.code","Gravity","IS-64","Referral to Ridesharing Program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Food Insecurity","Procedure","Procedure.code","Gravity","I-72","Referral to school meal and snack program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to social worker","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to special supplemental nutrition program for women, infants, and children (WIC)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Financial Insecurity","Procedure","Procedure.code","Gravity","IS-112","Referral to Special supplemental nutrition program for women, infants, and children (WIC) program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-79","Referral to Street Outreach program","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Inadequate Housing","Procedure","Procedure.code","Gravity","IS-54","Referral to subsidized housing","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
"Employment Status","Procedure","Procedure.code","Unknown","N/A","Referral to Supplemental Nutrition Assistance Program (SNAP)","Referral","The act of clinicians/providers sending or directing a patient to healthcare professionals and/or programs for services (e.g., evaluation, treatment, aid, information, etc)","",""
